"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","Red Deer, Alberta [48830]","2021A003548830","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158555","55.2","","..","","","1"
"2018","Edmonton, Alberta [48835]","2021A003548835","Number of cybercrime incidents","Number","223","units","0","v116321156","41.1","2053","","","","0"
"2018","Edmonton, Alberta [48835]","2021A003548835","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321157","41.2","144.6","","","","1"
"2018","British Columbia [59]","2021A000259","Number of cybercrime incidents","Number","223","units","0","v116321158","42.1","7224","","","","0"
"2018","British Columbia [59]","2021A000259","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321159","42.2","143.9","","","","1"
"2018","Kelowna, British Columbia [59915]","2021A003559915","Number of cybercrime incidents","Number","223","units","0","v116321162","44.1","259","","","","0"
"2018","Kelowna, British Columbia [59915]","2021A003559915","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321163","44.2","121.3","","","","1"
"2018","Kamloops, British Columbia [59925]","2021A003559925","Number of cybercrime incidents","Number","223","units","0","v1593158556","56.1","","..","","","0"
"2018","Kamloops, British Columbia [59925]","2021A003559925","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158557","56.2","","..","","","1"
"2018","Chilliwack, British Columbia [59930]","2021A003559930","Number of cybercrime incidents","Number","223","units","0","v1593158558","57.1","","..","","","0"
"2018","Chilliwack, British Columbia [59930]","2021A003559930","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158559","57.2","","..","","","1"
"2018","Abbotsford-Mission, British Columbia [59932]","2021A003559932","Number of cybercrime incidents","Number","223","units","0","v116321160","43.1","408","","","","0"
"2018","Abbotsford-Mission, British Columbia [59932]","2021A003559932","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321161","43.2","207.8","","","","1"
"2018","Vancouver, British Columbia [59933]","2021A003559933","Number of cybercrime incidents","Number","223","units","0","v116321164","45.1","4311","","","","0"
"2018","Vancouver, British Columbia [59933]","2021A003559933","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321165","45.2","161.8","","","","1"
"2018","Victoria, British Columbia [59935]","2021A003559935","Number of cybercrime incidents","Number","223","units","0","v116321166","46.1","660","","","","0"
"2018","Victoria, British Columbia [59935]","2021A003559935","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321167","46.2","166.0","","","","1"
"2018","Nanaimo, British Columbia [59938]","2021A003559938","Number of cybercrime incidents","Number","223","units","0","v1593158560","58.1","","..","","","0"
"2018","Nanaimo, British Columbia [59938]","2021A003559938","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158561","58.2","","..","","","1"
"2018","Yukon [60]","2021A000260","Number of cybercrime incidents","Number","223","units","0","v116321168","47.1","49","","","","0"
"2018","Yukon [60]","2021A000260","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321169","47.2","121.3","","","","1"
"2018","Northwest Territories [61]","2021A000261","Number of cybercrime incidents","Number","223","units","0","v116321170","48.1","56","","","","0"
"2018","Northwest Territories [61]","2021A000261","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321171","48.2","125.7","","","","1"
"2018","Nunavut [62]","2021A000262","Number of cybercrime incidents","Number","223","units","0","v116321172","49.1","20","","","","0"
"2018","Nunavut [62]","2021A000262","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321173","49.2","52.2","","","","1"
"2018","Canadian Forces Military Police","","Number of cybercrime incidents","Number","223","units","0","v1411953027","52.1","","..","","","0"
"2018","Canadian Forces Military Police","","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1411953028","52.2","","..","","","2"
"2019","Total police-reported cybercrime","","Number of cybercrime incidents","Number","223","units","0","v116321076","1.1","48318","","","","0"
"2019","Total police-reported cybercrime","","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321077","1.2","129.2","","","","1"
"2019","Total Non-Census metropolitan area","","Number of cybercrime incidents","Number","223","units","0","v116321078","2.1","11598","","","","0"
"2019","Total Non-Census metropolitan area","","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321079","2.2","110.0","","","","1"
"2019","Total Census metropolitan area","","Number of cybercrime incidents","Number","223","units","0","v116321080","3.1","36720","","","","0"
"2019","Total Census metropolitan area","","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321081","3.2","136.8","","","","1"
"2019","Newfoundland and Labrador [10]","2021A000210","Number of cybercrime incidents","Number","223","units","0","v116321082","4.1","623","","","","0"
"2019","Newfoundland and Labrador [10]","2021A000210","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321083","4.2","118.0","","","","1"
"2019","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Number of cybercrime incidents","Number","223","units","0","v116321084","5.1","86","","","","0"
"2019","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321085","5.2","40.5","","","","1"
"2019","Prince Edward Island [11]","2021A000211","Number of cybercrime incidents","Number","223","units","0","v116321086","6.1","160","","","","0"
"2019","Prince Edward Island [11]","2021A000211","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321087","6.2","102.9","","","","1"
"2019","Nova Scotia [12]","2021A000212","Number of cybercrime incidents","Number","223","units","0","v116321088","7.1","2878","","","","0"
"2019","Nova Scotia [12]","2021A000212","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321089","7.2","294.9","","","","1"
"2019","Halifax, Nova Scotia [12205]","2021A003512205","Number of cybercrime incidents","Number","223","units","0","v116321090","8.1","1384","","","","0"
"2019","Halifax, Nova Scotia [12205]","2021A003512205","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321091","8.2","315.6","","","","1"
"2019","New Brunswick [13]","2021A000213","Number of cybercrime incidents","Number","223","units","0","v116321092","9.1","1061","","","","0"
"2019","New Brunswick [13]","2021A000213","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321093","9.2","150.1","","","","1"
"2019","Moncton, New Brunswick [13305]","2021A003513305","Number of cybercrime incidents","Number","223","units","0","v116321094","10.1","239","","","","0"
"2019","Moncton, New Brunswick [13305]","2021A003513305","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321095","10.2","145.4","","","","1"
"2019","Saint John, New Brunswick [13310]","2021A003513310","Number of cybercrime incidents","Number","223","units","0","v116321096","11.1","","..","","","0"
"2019","Saint John, New Brunswick [13310]","2021A003513310","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321097","11.2","","..","","","1"
"2019","Fredericton, New Brunswick [13320]","2021A003513320","Number of cybercrime incidents","Number","223","units","0","v1593158550","53.1","","..","","","0"
"2019","Fredericton, New Brunswick [13320]","2021A003513320","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158551","53.2","","..","","","1"
"2019","Quebec [24]","2021A000224","Number of cybercrime incidents","Number","223","units","0","v116321098","12.1","4894","","","","0"
"2019","Quebec [24]","2021A000224","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321099","12.2","58.1","","","","1"
"2019","Saguenay, Quebec [24408]","2021A003524408","Number of cybercrime incidents","Number","223","units","0","v116321106","16.1","57","","","","0"
"2019","Saguenay, Quebec [24408]","2021A003524408","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321107","16.2","33.9","","","","1"
"2019","Québec, Quebec [24421]","2021A003524421","Number of cybercrime incidents","Number","223","units","0","v116321104","15.1","1015","","","","0"
"2019","Québec, Quebec [24421]","2021A003524421","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321105","15.2","124.1","","","","1"
"2019","Sherbrooke, Quebec [24433]","2021A003524433","Number of cybercrime incidents","Number","223","units","0","v116321108","17.1","148","","","","0"
"2019","Sherbrooke, Quebec [24433]","2021A003524433","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321109","17.2","71.8","","","","1"
"2019","Trois-Rivières, Quebec [24442]","2021A003524442","Number of cybercrime incidents","Number","223","units","0","v116321110","18.1","124","","","","0"
"2019","Trois-Rivières, Quebec [24442]","2021A003524442","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321111","18.2","78.6","","","","1"
"2019","Drummondville, Quebec [24447]","2021A003524447","Number of cybercrime incidents","Number","223","units","0","v1593158552","54.1","","..","","","0"
"2019","Drummondville, Quebec [24447]","2021A003524447","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158553","54.2","","..","","","1"
"2019","Montréal, Quebec [24462]","2021A003524462","Number of cybercrime incidents","Number","223","units","0","v116321102","14.1","1787","","","","0"
"2019","Montréal, Quebec [24462]","2021A003524462","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321103","14.2","41.6","","","","1"
"2019","Ottawa-Gatineau, Quebec part [24505]","2021A003524505","Number of cybercrime incidents","Number","223","units","0","v116321100","13.1","508","","","","0"
"2019","Ottawa-Gatineau, Quebec part [24505]","2021A003524505","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321101","13.2","148.9","","","","1"
"2019","Ontario [35]","2021A000235","Number of cybercrime incidents","Number","223","units","0","v116321112","19.1","18800","","","","0"
"2019","Ontario [35]","2021A000235","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321113","19.2","129.5","","","","1"
"2019","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Number of cybercrime incidents","Number","223","units","0","v116321130","28.1","1692","","","","0"
"2019","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321131","28.2","154.6","","","","1"
"2019","Kingston, Ontario [35521]","2021A003535521","Number of cybercrime incidents","Number","223","units","0","v116321124","25.1","164","","","","0"
"2019","Kingston, Ontario [35521]","2021A003535521","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321125","25.2","94.2","","","","1"
"2019","Belleville-Quinte West, Ontario [35522]","2021A003535522","Number of cybercrime incidents","Number","223","units","0","v1066363730","50.1","69","","","","0"
"2019","Belleville-Quinte West, Ontario [35522]","2021A003535522","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1066363731","50.2","60.4","","","","1"
